ábaco	á.ba.co	[á].ba.co
sólidos	só.li.dos	[só].li.dos
somática	so.má.ti.ca	so.[má].ti.ca
somáticas	so.má.ti.cas	so.[má].ti.cas
somático	so.má.ti.co	so.[má].ti.co
sonambúlica	so.nam.bú.li.ca	so.nam.[bú].li.ca
sonâmbulo	so.nâm.bu.lo	so.[nâm].bu.lo
sonhávamos	so.nhá.va.mos	so.[nhá].va.mos
sônico	sô.ni.co	[sô].ni.co
sonífero	so.ní.fe.ro	so.[ní].fe.ro
sonorísticas	so.no.rís.ti.cas	so.no.[rís].ti.cas
soporífera	so.po.rí.fe.ra	so.po.[rí].fe.ra
sórdido	sór.di.do	[sór].di.do
sorológica	so.ro.ló.gi.ca	so.ro.[ló].gi.ca
sorológicas	so.ro.ló.gi.cas	so.ro.[ló].gi.cas
sorológico	so.ro.ló.gi.co	so.ro.[ló].gi.co
sorológicos	so.ro.ló.gi.cos	so.ro.[ló].gi.cos
soroterápico	so.ro.te.rá.pi.co	so.ro.te.[rá].pi.co
soubéssemos	sou.bé.sse.mos	sou.[bé].sse.mos
soviética	so.vi.é.ti.ca	so.vi.[é].ti.ca
soviéticas	so.vi.é.ti.cas	so.vi.[é].ti.cas
soviético	so.vi.é.ti.co	so.vi.[é].ti.co
soviéticos	so.vi.é.ti.cos	so.vi.[é].ti.cos
spínola	spí.no.la	[spí].no.la
suástica	su.ás.ti.ca	su.[ás].ti.ca
suásticas	su.ás.ti.cas	su.[ás].ti.cas
subaquática	su.ba.quá.ti.ca	su.ba.[quá].ti.ca
subaquáticas	su.ba.quá.ti.cas	su.ba.[quá].ti.cas
subaquáticos	su.ba.quá.ti.cos	su.ba.[quá].ti.cos
subárticas	su.bár.ti.cas	su.[bár].ti.cas
subatômicas	su.ba.tô.mi.cas	su.ba.[tô].mi.cas
subatômico	su.ba.tô.mi.co	su.ba.[tô].mi.co
subcapítulos	su.b.ca.pí.tu.los	su.b.ca.[pí].tu.los
subgênero	su.bgê.ne.ro	su.[bgê].ne.ro
subgêneros	su.bgê.ne.ros	su.[bgê].ne.ros
súbita	sú.bi.ta	[sú].bi.ta
súbitas	sú.bi.tas	[sú].bi.tas
súbito	sú.bi.to	[sú].bi.to
súbitos	sú.bi.tos	[sú].bi.tos
submetrópole	sub.me.tró.po.le	sub.me.[tró].po.le
submilimétrico	sub.mi.li.mé.tri.co	sub.mi.li.[mé].tri.co
submódulo	sub.mó.du.lo	sub.[mó].du.lo
submódulos	sub.mó.du.los	sub.[mó].du.los
submúltiplo	sub.múl.ti.plo	sub.[múl].ti.plo
subpartícula	su.b.par.tí.cu.la	su.b.par.[tí].cu.la
subsimbólicas	sub.sim.bó.li.cas	sub.sim.[bó].li.cas
subsistêmica	sub.sis.tê.mi.ca	sub.sis.[tê].mi.ca
subtítulo	su.b.tí.tu.lo	su.b.[tí].tu.lo
subtítulos	su.b.tí.tu.los	su.b.[tí].tu.los
subtópico	su.b.tó.pi.co	su.b.[tó].pi.co
subtrópicos	sub.tró.pi.cos	sub.[tró].pi.cos
sucateávamos	su.ca.te.á.va.mos	su.ca.te.[á].va.mos
súditos	sú.di.tos	[sú].di.tos
sulfídrico	sul.fí.dri.co	sul.[fí].dri.co
sulfúrico	sul.fú.ri.co	sul.[fú].ri.co
sumaríssimas	su.ma.rí.ssi.mas	su.ma.[rí].ssi.mas
súmula	sú.mu.la	[sú].mu.la
súmulas	sú.mu.las	[sú].mu.las
superantígeno	su.pe.ran.tí.ge.no	su.pe.ran.[tí].ge.no
superantígenos	su.pe.ran.tí.ge.nos	su.pe.ran.[tí].ge.nos
supercrítica	su.per.crí.ti.ca	su.per.[crí].ti.ca
superfórmula	su.per.fór.mu.la	su.per.[fór].mu.la
supérgenos	su.pér.ge.nos	su.[pér].ge.nos
supermáquina	su.per.má.qui.na	su.per.[má].qui.na
supermolécula	su.per.mo.lé.cu.la	su.per.mo.[lé].cu.la
superóxido	su.pe.ró.xi.do	su.pe.[ró].xi.do
superóxidos	su.pe.ró.xi.dos	su.pe.[ró].xi.dos
superpatógeno	su.per.pa.tó.ge.no	su.per.pa.[tó].ge.no
supersimétrico	su.pers.i.mé.tri.co	su.pers.i.[mé].tri.co
supersônicos	su.per.sô.ni.cos	su.per.[sô].ni.cos
súplica	sú.pli.ca	[sú].pli.ca
súplicas	sú.pli.cas	[sú].pli.cas
supracientífica	su.pra.ci.en.tí.fi.ca	su.pra.ci.en.[tí].fi.ca
surpreendíamos	sur.pre.en.dí.a.mos	sur.pre.en.[dí].a.mos
sustentáculo	sus.ten.tá.cu.lo	sus.ten.[tá].cu.lo
sustentáculos	sus.ten.tá.cu.los	sus.ten.[tá].cu.los
sutilíssima	su.ti.lí.ssi.ma	su.ti.[lí].ssi.ma
suzanápolis	su.za.ná.po.lis	su.za.[ná].po.lis
tabernáculo	ta.ber.ná.cu.lo	ta.ber.[ná].cu.lo
tácita	tá.ci.ta	[tá].ci.ta
tácitas	tá.ci.tas	[tá].ci.tas
tácito	tá.ci.to	[tá].ci.to
tácitos	tá.ci.tos	[tá].ci.tos
tafonômicas	ta.fo.nô.mi.cas	ta.fo.[nô].mi.cas
tálamo	tá.la.mo	[tá].la.mo
talmúdicas	tal.mú.di.cas	tal.[mú].di.cas
tâmaras	tâ.ma.ras	[tâ].ma.ras
tâmisa	tâ.mi.sa	[tâ].mi.sa
tânico	tâ.ni.co	[tâ].ni.co
taniníferas	ta.ni.ní.fe.ras	ta.ni.[ní].fe.ras
tântrico	tân.tri.co	[tân].tri.co
tântricos	tân.tri.cos	[tân].tri.cos
tapajônica	ta.pa.jô.ni.ca	ta.pa.[jô].ni.ca
taquígrafo	ta.quí.gra.fo	ta.[quí].gra.fo
tarântula	ta.rân.tu.la	ta.[rân].tu.la
tartárico	tar.tá.ri.co	tar.[tá].ri.co
tártaros	tár.ta.ros	[tár].ta.ros
tática	tá.ti.ca	[tá].ti.ca
táticas	tá.ti.cas	[tá].ti.cas
tático	tá.ti.co	[tá].ti.co
táticos	tá.ti.cos	[tá].ti.cos
távola	tá.vo.la	[tá].vo.la
távora	tá.vo.ra	[tá].vo.ra
taxionômica	ta.xi.o.nô.mi.ca	ta.xi.o.[nô].mi.ca
taxionômico	ta.xi.o.nô.mi.co	ta.xi.o.[nô].mi.co
taxonômica	ta.xo.nô.mi.ca	ta.xo.[nô].mi.ca
taxonômicas	ta.xo.nô.mi.cas	ta.xo.[nô].mi.cas
taxonômico	ta.xo.nô.mi.co	ta.xo.[nô].mi.co
taxonômicos	ta.xo.nô.mi.cos	ta.xo.[nô].mi.cos
teatrólogo	te.a.tró.lo.go	te.a.[tró].lo.go
técnica	téc.ni.ca	[téc].ni.ca
técnicas	téc.ni.cas	[téc].ni.cas
técnico	téc.ni.co	[téc].ni.co
técnicos	téc.ni.cos	[téc].ni.cos
tecnocêntrica	tec.no.cên.tri.ca	tec.no.[cên].tri.ca
tecnocientífico	tec.no.ci.en.tí.fi.co	tec.no.ci.en.[tí].fi.co
tecnocrática	tec.no.crá.ti.ca	tec.no.[crá].ti.ca
tecnofílica	tec.no.fí.li.ca	tec.no.[fí].li.ca
tecnofóbicas	tec.no.fó.bi.cas	tec.no.[fó].bi.cas
tecnológica	tec.no.ló.gi.ca	tec.no.[ló].gi.ca
tecnológicas	tec.no.ló.gi.cas	tec.no.[ló].gi.cas
tecnológico	tec.no.ló.gi.co	tec.no.[ló].gi.co
tecnológicos	tec.no.ló.gi.cos	tec.no.[ló].gi.cos
tecnólogo	tec.nó.lo.go	tec.[nó].lo.go
tecnólogos	tec.nó.lo.gos	tec.[nó].lo.gos
tecnopolíticos	tec.no.po.lí.ti.cos	tec.no.po.[lí].ti.cos
tectônica	te.c.tô.ni.ca	te.c.[tô].ni.ca
tectônicas	te.c.tô.ni.cas	te.c.[tô].ni.cas
tectônicos	te.c.tô.ni.cos	te.c.[tô].ni.cos
teleféricos	te.le.fé.ri.cos	te.le.[fé].ri.cos
telefônica	te.le.fô.ni.ca	te.le.[fô].ni.ca
telefônicas	te.le.fô.ni.cas	te.le.[fô].ni.cas
telefônico	te.le.fô.ni.co	te.le.[fô].ni.co
telefônicos	te.le.fô.ni.cos	te.le.[fô].ni.cos
telegráfica	te.le.grá.fi.ca	te.le.[grá].fi.ca
telegráficas	te.le.grá.fi.cas	te.le.[grá].fi.cas
telegráfico	te.le.grá.fi.co	te.le.[grá].fi.co
telegráficos	te.le.grá.fi.cos	te.le.[grá].fi.cos
telégrafo	te.lé.gra.fo	te.[lé].gra.fo
telégrafos	te.lé.gra.fos	te.[lé].gra.fos
teleinformática	te.le.in.for.má.ti.ca	te.le.in.for.[má].ti.ca
telejornalísticos	te.le.jor.na.lís.ti.cos	te.le.jor.na.[lís].ti.cos
telemática	te.le.má.ti.ca	te.le.[má].ti.ca
telemáticas	te.le.má.ti.cas	te.le.[má].ti.cas
telemático	te.le.má.ti.co	te.le.[má].ti.co
telemétrica	te.le.mé.tri.ca	te.le.[mé].tri.ca
telemétricas	te.le.mé.tri.cas	te.le.[mé].tri.cas
telêmetro	te.lê.me.tro	te.[lê].me.tro
teleológica	te.leo.ló.gi.ca	te.leo.[ló].gi.ca
teleológicas	te.leo.ló.gi.cas	te.leo.[ló].gi.cas
teleológico	te.leo.ló.gi.co	te.leo.[ló].gi.co
teleológicos	te.leo.ló.gi.cos	te.leo.[ló].gi.cos
telepática	te.le.pá.ti.ca	te.le.[pá].ti.ca
telescópica	te.les.có.pi.ca	te.les.[có].pi.ca
telescópicas	te.les.có.pi.cas	te.les.[có].pi.cas
telescópicos	te.les.có.pi.cos	te.les.[có].pi.cos
télica	té.li.ca	[té].li.ca
télicas	té.li.cas	[té].li.cas
télico	té.li.co	[té].li.co
télicos	té.li.cos	[té].li.cos
telômeros	te.lô.me.ros	te.[lô].me.ros
telúrica	te.lú.ri.ca	te.[lú].ri.ca
temática	te.má.ti.ca	te.[má].ti.ca
temáticas	te.má.ti.cas	te.[má].ti.cas
temático	te.má.ti.co	te.[má].ti.co
temáticos	te.má.ti.cos	te.[má].ti.cos
temíamos	te.mí.a.mos	te.[mí].a.mos
têmpera	têm.pe.ra	[têm].pe.ra
têmperas	têm.pe.ras	[têm].pe.ras
tempestíticas	tem.pes.tí.ti.cas	tem.pes.[tí].ti.cas
têmporas	têm.po.ras	[têm].po.ras
têmporo	têm.po.ro	[têm].po.ro
tentáculo	ten.tá.cu.lo	ten.[tá].cu.lo
tentáculos	ten.tá.cu.los	ten.[tá].cu.los
teocráticos	teo.crá.ti.cos	teo.[crá].ti.cos
teófilo	te.ó.fi.lo	te.[ó].fi.lo
teológica	teo.ló.gi.ca	teo.[ló].gi.ca
teológicas	teo.ló.gi.cas	teo.[ló].gi.cas
teológico	teo.ló.gi.co	teo.[ló].gi.co
teólogo	teó.lo.go	[teó].lo.go
teólogos	teó.lo.gos	[teó].lo.gos
teoréticas	teo.ré.ti.cas	teo.[ré].ti.cas
teorético	teo.ré.ti.co	teo.[ré].ti.co
teórica	te.ó.ri.ca	te.[ó].ri.ca
teóricas	te.ó.ri.cas	te.[ó].ri.cas
teórico	te.ó.ri.co	te.[ó].ri.co
teóricos	te.ó.ri.cos	te.[ó].ri.cos
tépida	té.pi.da	[té].pi.da
tépido	té.pi.do	[té].pi.do
terapêutica	te.ra.pêu.ti.ca	te.ra.[pêu].ti.ca
terapêuticas	te.ra.pêu.ti.cas	te.ra.[pêu].ti.cas
terapêutico	te.ra.pêu.ti.co	te.ra.[pêu].ti.co
terapêuticos	te.ra.pêu.ti.cos	te.ra.[pêu].ti.cos
teratogênicos	te.ra.to.gê.ni.cos	te.ra.to.[gê].ni.cos
teresópolis	te.re.só.po.lis	te.re.[só].po.lis
teríamos	te.rí.a.mos	te.[rí].a.mos
termelétrica	ter.me.lé.tri.ca	ter.me.[lé].tri.ca
termelétricas	ter.me.lé.tri.cas	ter.me.[lé].tri.cas
térmica	tér.mi.ca	[tér].mi.ca
térmicas	tér.mi.cas	[tér].mi.cas
térmico	tér.mi.co	[tér].mi.co
térmicos	tér.mi.cos	[tér].mi.cos
término	tér.mi.no	[tér].mi.no
terminográfico	ter.mi.no.grá.fi.co	ter.mi.no.[grá].fi.co
terminográficos	ter.mi.no.grá.fi.cos	ter.mi.no.[grá].fi.cos
terminológica	ter.mi.no.ló.gi.ca	ter.mi.no.[ló].gi.ca
terminológicas	ter.mi.no.ló.gi.cas	ter.mi.no.[ló].gi.cas
terminológico	ter.mi.no.ló.gi.co	ter.mi.no.[ló].gi.co
terminológicos	ter.mi.no.ló.gi.cos	ter.mi.no.[ló].gi.cos
terminólogo	ter.mi.nó.lo.go	ter.mi.[nó].lo.go
términos	tér.mi.nos	[tér].mi.nos
terminótica	ter.mi.nó.ti.ca	ter.mi.[nó].ti.ca
termitariófilos	ter.mi.ta.ri.ó.fi.los	ter.mi.ta.ri.[ó].fi.los
térmitas	tér.mi.tas	[tér].mi.tas
térmites	tér.mi.tes	[tér].mi.tes
termitófilo	ter.mi.tó.fi.lo	ter.mi.[tó].fi.lo
termitófilos	ter.mi.tó.fi.los	ter.mi.[tó].fi.los
termitólogos	ter.mi.tó.lo.gos	ter.mi.[tó].lo.gos
termoacústica	ter.moa.cús.ti.ca	ter.moa.[cús].ti.ca
termoacústico	ter.moa.cús.ti.co	ter.moa.[cús].ti.co
termodilatométricos	ter.mo.di.la.to.mé.tri.cos	ter.mo.di.la.to.[mé].tri.cos
termodinâmica	ter.mo.di.nâ.mi.ca	ter.mo.di.[nâ].mi.ca
termodinâmico	ter.mo.di.nâ.mi.co	ter.mo.di.[nâ].mi.co
termodinâmicos	ter.mo.di.nâ.mi.cos	ter.mo.di.[nâ].mi.cos
termoelétrica	ter.moe.lé.tri.ca	ter.moe.[lé].tri.ca
termoelétricas	ter.moe.lé.tri.cas	ter.moe.[lé].tri.cas
termoelétrico	ter.moe.lé.tri.co	ter.moe.[lé].tri.co
termoelétricos	ter.moe.lé.tri.cos	ter.moe.[lé].tri.cos
termogravimétrica	ter.mo.gra.vi.mé.tri.ca	ter.mo.gra.vi.[mé].tri.ca
termogravimétricas	ter.mo.gra.vi.mé.tri.cas	ter.mo.gra.vi.[mé].tri.cas
termômetro	ter.mô.me.tro	ter.[mô].me.tro
termômetros	ter.mô.me.tros	ter.[mô].me.tros
termoplástica	ter.mo.plás.ti.ca	ter.mo.[plás].ti.ca
termoplásticas	ter.mo.plás.ti.cas	ter.mo.[plás].ti.cas
termoplástico	ter.mo.plás.ti.co	ter.mo.[plás].ti.co
termoplásticos	ter.mo.plás.ti.cos	ter.mo.[plás].ti.cos
termoquímico	ter.mo.quí.mi.co	ter.mo.[quí].mi.co
termoquímicos	ter.mo.quí.mi.cos	ter.mo.[quí].mi.cos
terópodes	te.ró.po.des	te.[ró].po.des
terpolímeros	ter.po.lí.me.ros	ter.po.[lí].me.ros
terrícola	te.rrí.co.la	te.[rrí].co.la
terrícolas	te.rrí.co.las	te.[rrí].co.las
terrígenos	te.rrí.ge.nos	te.[rrí].ge.nos
terrorífica	te.rro.rí.fi.ca	te.rro.[rí].fi.ca
testemunharíamos	tes.te.mu.nha.rí.a.mos	tes.te.mu.nha.[rí].a.mos
testículo	tes.tí.cu.lo	tes.[tí].cu.lo
testículos	tes.tí.cu.los	tes.[tí].cu.los
tétano	té.ta.no	[té].ta.no
tetraplégica	te.tra.plé.gi.ca	te.tra.[plé].gi.ca
tetraplégico	te.tra.plé.gi.co	te.tra.[plé].gi.co
tetraplégicos	te.tra.plé.gi.cos	te.tra.[plé].gi.cos
teúrgica	te.úr.gi.ca	te.[úr].gi.ca
teutônica	teu.tô.ni.ca	teu.[tô].ni.ca
teutônicas	teu.tô.ni.cas	teu.[tô].ni.cas
teutônico	teu.tô.ni.co	teu.[tô].ni.co
teutônicos	teu.tô.ni.cos	teu.[tô].ni.cos
thálassa	thá.la.ssa	[thá].la.ssa
timbrística	tim.brís.ti.ca	tim.[brís].ti.ca
timbrísticos	tim.brís.ti.cos	tim.[brís].ti.cos
tímida	tí.mi.da	[tí].mi.da
tímidas	tí.mi.das	[tí].mi.das
tímido	tí.mi.do	[tí].mi.do
tímidos	tí.mi.dos	[tí].mi.dos
tímpano	tím.pa.no	[tím].pa.no
tínhamos	tí.nha.mos	[tí].nha.mos
típica	tí.pi.ca	[tí].pi.ca
típicas	tí.pi.cas	[tí].pi.cas
típico	tí.pi.co	[tí].pi.co
típicos	tí.pi.cos	[tí].pi.cos
tipográfica	ti.po.grá.fi.ca	ti.po.[grá].fi.ca
tipográficas	ti.po.grá.fi.cas	ti.po.[grá].fi.cas
tipógrafo	ti.pó.gra.fo	ti.[pó].gra.fo
tipógrafos	ti.pó.gra.fos	ti.[pó].gra.fos
tipológicas	ti.po.ló.gi.cas	ti.po.[ló].gi.cas
tirânica	ti.râ.ni.ca	ti.[râ].ni.ca
tirânicas	ti.râ.ni.cas	ti.[râ].ni.cas
tirânico	ti.râ.ni.co	ti.[râ].ni.co
tirânicos	ti.râ.ni.cos	ti.[râ].ni.cos
titânicas	ti.tâ.ni.cas	ti.[tâ].ni.cas
titânico	ti.tâ.ni.co	ti.[tâ].ni.co
títeres	tí.te.res	[tí].te.res
título	tí.tu.lo	[tí].tu.lo
títulos	tí.tu.los	[tí].tu.los
tivéssemos	ti.vé.sse.mos	ti.[vé].sse.mos
tixotrópicas	ti.xo.tró.pi.cas	ti.xo.[tró].pi.cas
tixotrópico	ti.xo.tró.pi.co	ti.xo.[tró].pi.co
tixotrópicos	ti.xo.tró.pi.cos	ti.xo.[tró].pi.cos
tomássemos	to.má.sse.mos	to.[má].sse.mos
tomográficas	to.mo.grá.fi.cas	to.mo.[grá].fi.cas
tomógrafo	to.mó.gra.fo	to.[mó].gra.fo
tônica	tô.ni.ca	[tô].ni.ca
tônicas	tô.ni.cas	[tô].ni.cas
tônico	tô.ni.co	[tô].ni.co
tônicos	tô.ni.cos	[tô].ni.cos
tópica	tó.pi.ca	[tó].pi.ca
tópicas	tó.pi.cas	[tó].pi.cas
tópico	tó.pi.co	[tó].pi.co
tópicos	tó.pi.cos	[tó].pi.cos
topográfica	to.po.grá.fi.ca	to.po.[grá].fi.ca
topográficas	to.po.grá.fi.cas	to.po.[grá].fi.cas
topográfico	to.po.grá.fi.co	to.po.[grá].fi.co
topográficos	to.po.grá.fi.cos	to.po.[grá].fi.cos
topológica	to.po.ló.gi.ca	to.po.[ló].gi.ca
topônimos	to.pô.ni.mos	to.[pô].ni.mos
torácica	to.rá.ci.ca	to.[rá].ci.ca
tóraxes	tó.ra.xes	[tó].ra.xes
toráxica	to.rá.xi.ca	to.[rá].xi.ca
toráxicos	to.rá.xi.cos	to.[rá].xi.cos
tórrida	tó.rri.da	[tó].rri.da
tórridas	tó.rri.das	[tó].rri.das
tórrido	tó.rri.do	[tó].rri.do
tórridos	tó.rri.dos	[tó].rri.dos
totêmico	to.tê.mi.co	to.[tê].mi.co
toxêmico	to.xê.mi.co	to.[xê].mi.co
tóxica	tó.xi.ca	[tó].xi.ca
tóxicas	tó.xi.cas	[tó].xi.cas
tóxico	tó.xi.co	[tó].xi.co
toxicológica	to.xi.co.ló.gi.ca	to.xi.co.[ló].gi.ca
toxicológicas	to.xi.co.ló.gi.cas	to.xi.co.[ló].gi.cas
toxicológicos	to.xi.co.ló.gi.cos	to.xi.co.[ló].gi.cos
toxicômanos	to.xi.cô.ma.nos	to.xi.[cô].ma.nos
tóxicos	tó.xi.cos	[tó].xi.cos
trabalhávamos	tra.ba.lhá.va.mos	tra.ba.[lhá].va.mos
trabalhística	tra.ba.lhís.ti.ca	tra.ba.[lhís].ti.ca
traçássemos	tra.çá.sse.mos	tra.[çá].sse.mos
tradicionalíssima	tra.di.ci.o.na.lí.ssi.ma	tra.di.ci.o.na.[lí].ssi.ma
tráfego	trá.fe.go	[trá].fe.go
tráfico	trá.fi.co	[trá].fi.co
tráficos	trá.fi.cos	[trá].fi.cos
trágica	trá.gi.ca	[trá].gi.ca
trágicas	trá.gi.cas	[trá].gi.cas
trágico	trá.gi.co	[trá].gi.co
tragicômica	tra.gi.cô.mi.ca	tra.gi.[cô].mi.ca
tragicômico	tra.gi.cô.mi.co	tra.gi.[cô].mi.co
trágicos	trá.gi.cos	[trá].gi.cos
trâmite	trâ.mi.te	[trâ].mi.te
trâmites	trâ.mi.tes	[trâ].mi.tes
transamérica	tran.sa.mé.ri.ca	tran.sa.[mé].ri.ca
transatlântica	tran.sa.tlân.ti.ca	tran.sa.[tlân].ti.ca
transatlântico	tran.sa.tlân.ti.co	tran.sa.[tlân].ti.co
transatlânticos	tran.sa.tlân.ti.cos	tran.sa.[tlân].ti.cos
transávamos	tran.sá.va.mos	tran.[sá].va.mos
transdiscipecléticos	trans.dis.ci.pe.clé.ti.cos	trans.dis.ci.pe.[clé].ti.cos
transfrástico	trans.frás.ti.co	trans.[frás].ti.co
trânsfugas	trâns.fu.gas	[trâns].fu.gas
transgênica	trans.gê.ni.ca	trans.[gê].ni.ca
transgênicas	trans.gê.ni.cas	trans.[gê].ni.cas
transgênico	trans.gê.ni.co	trans.[gê].ni.co
transgênicos	trans.gê.ni.cos	trans.[gê].ni.cos
trânsito	trân.si.to	[trân].si.to
translingüística	trans.lin.gü.ís.ti.ca	trans.lin.gü.[ís].ti.ca
translingüísticas	trans.lin.gü.ís.ti.cas	trans.lin.gü.[ís].ti.cas
translingüístico	trans.lin.gü.ís.ti.co	trans.lin.gü.[ís].ti.co
translúcida	trans.lú.ci.da	trans.[lú].ci.da
translúcidas	trans.lú.ci.das	trans.[lú].ci.das
translúcido	trans.lú.ci.do	trans.[lú].ci.do
transoceânicas	tran.so.ce.â.ni.cas	tran.so.ce.[â].ni.cas
transônico	tran.sô.ni.co	tran.[sô].ni.co
transônicos	tran.sô.ni.cos	tran.[sô].ni.cos
traumática	traum.ática	traum.[ática]
traumáticas	traum.áticas	traum.[áticas]
traumático	traum.ático	traum.[ático]
traumáticos	traum.áticos	traum.[áticos]
traumatológica	tra.u.ma.to.ló.gi.ca	tra.u.ma.to.[ló].gi.ca
trêfega	trê.fe.ga	[trê].fe.ga
trêmula	trê.mu.la	[trê].mu.la
trêmulo	trê.mu.lo	[trê].mu.lo
tréplicas	tré.pli.cas	[tré].pli.cas
triacilglicerídica	tria.cil.gli.ce.rí.di.ca	tria.cil.gli.ce.[rí].di.ca
tríades	trí.a.des	[trí].a.des
triádica	tri.á.di.ca	tri.[á].di.ca
triádico	tri.á.di.co	tri.[á].di.co
triângulo	tri.ân.gu.lo	tri.[ân].gu.lo
triângulos	tri.ân.gu.los	tri.[ân].gu.los
triássico	tri.á.ssi.co	tri.[á].ssi.co
tricarboxílicos	tri.car.bo.xí.li.cos	tri.car.bo.[xí].li.cos
tricloroacético	tri.clo.roa.cé.ti.co	tri.clo.roa.[cé].ti.co
trícoli	trí.co.li	[trí].co.li
tricromáticas	tri.cro.má.ti.cas	tri.cro.[má].ti.cas
trifásico	tri.fá.si.co	tri.[fá].si.co
trifluoroacético	tri.flu.o.roa.cé.ti.co	tri.flu.o.roa.[cé].ti.co
trigésimo	tri.gé.si.mo	tri.[gé].si.mo
triglicérides	tri.gli.cé.ri.des	tri.gli.[cé].ri.des
trilionésima	tri.li.o.né.si.ma	tri.li.o.[né].si.ma
tríplice	trí.pli.ce	[trí].pli.ce
tríptico	tríp.ti.co	[tríp].ti.co
tristímuli	tris.tí.mu.li	tris.[tí].mu.li
trófica	tró.fi.ca	[tró].fi.ca
tróficas	tró.fi.cas	[tró].fi.cas
trófico	tró.fi.co	[tró].fi.co
tróficos	tró.fi.cos	[tró].fi.cos
trólebus	tró.le.bus	[tró].le.bus
trôpega	trô.pe.ga	[trô].pe.ga
trópica	tró.pi.ca	[tró].pi.ca
trópico	tró.pi.co	[tró].pi.co
trópicos	tró.pi.cos	[tró].pi.cos
tropológico	tro.po.ló.gi.co	tro.po.[ló].gi.co
troposférica	tro.pos.fé.ri.ca	tro.pos.[fé].ri.ca
troposférico	tro.pos.fé.ri.co	tro.pos.[fé].ri.co
tuberculínico	tu.ber.cu.lí.ni.co	tu.ber.cu.[lí].ni.co
tubérculos	tu.bér.cu.los	tu.[bér].cu.los
tuberculostáticos	tu.ber.cu.los.tá.ti.cos	tu.ber.cu.los.[tá].ti.cos
tucídides	tu.cí.di.des	tu.[cí].di.des
túmulo	tú.mu.lo	[tú].mu.lo
túmulos	tú.mu.los	[tú].mu.los
túnica	tú.ni.ca	[tú].ni.ca
turboélice	tur.bo.é.li.ce	tur.bo.[é].li.ce
turística	tu.rís.ti.ca	tu.[rís].ti.ca
turísticas	tu.rís.ti.cas	tu.[rís].ti.cas
turístico	tu.rís.ti.co	tu.[rís].ti.co
turísticos	tu.rís.ti.cos	tu.[rís].ti.cos
úbere	ú.be.re	[ú].be.re
úlcera	úl.ce.ra	[úl].ce.ra
úlceras	úl.ce.ras	[úl].ce.ras
última	úl.ti.ma	[úl].ti.ma
últimas	úl.ti.mas	[úl].ti.mas
último	úl.ti.mo	[úl].ti.mo
últimos	úl.ti.mos	[úl].ti.mos
ultrassonográficos	ul.tra.sso.no.grá.fi.cos	ul.tra.sso.no.[grá].fi.cos
úmida	ú.mi.da	[ú].mi.da
úmidas	ú.mi.das	[ú].mi.das
úmido	ú.mi.do	[ú].mi.do
úmidos	ú.mi.dos	[ú].mi.dos
unânime	u.nâ.ni.me	u.[nâ].ni.me
unânimes	u.nâ.ni.mes	u.[nâ].ni.mes
única	ú.ni.ca	[ú].ni.ca
únicas	ú.ni.cas	[ú].ni.cas
único	ú.ni.co	[ú].ni.co
únicos	ú.ni.cos	[ú].ni.cos
uníssono	u.ní.sso.no	u.[ní].sso.no
unívoca	u.ní.vo.ca	u.[ní].vo.ca
unívocas	u.ní.vo.cas	u.[ní].vo.cas
unívoco	u.ní.vo.co	u.[ní].vo.co
urbaníssimo	ur.ba.ní.ssi.mo	ur.ba.[ní].ssi.mo
urbanística	ur.ba.nís.ti.ca	ur.ba.[nís].ti.ca
urbanísticas	ur.ba.nís.ti.cas	ur.ba.[nís].ti.cas
urbanístico	ur.ba.nís.ti.co	ur.ba.[nís].ti.co
urbanísticos	ur.ba.nís.ti.cos	ur.ba.[nís].ti.cos
urêmica	u.rê.mi.ca	u.[rê].mi.ca
ureolíticas	u.reo.lí.ti.cas	u.reo.[lí].ti.cas
úrico	ú.ri.co	[ú].ri.co
urológica	u.ro.ló.gi.ca	u.ro.[ló].gi.ca
urológicos	u.ro.ló.gi.cos	u.ro.[ló].gi.cos
úrsula	úrs.u.la	[úrs].u.la
usadíssimo	u.sa.dí.ssi.mo	u.sa.[dí].ssi.mo
usaríamos	u.sa.rí.a.mos	u.sa.[rí].a.mos
útero	ú.te.ro	[ú].te.ro
utilíssima	u.ti.lí.ssi.ma	u.ti.[lí].ssi.ma
utilíssimo	u.ti.lí.ssi.mo	u.ti.[lí].ssi.mo
utilizávamos	u.ti.li.zá.va.mos	u.ti.li.[zá].va.mos
utópica	u.tó.pi.ca	u.[tó].pi.ca
utópicas	u.tó.pi.cas	u.[tó].pi.cas
utópico	u.tó.pi.co	u.[tó].pi.co
utópicos	u.tó.pi.cos	u.[tó].pi.cos
úvula	ú.vu.la	[ú].vu.la
vacúolos	va.cú.o.los	va.[cú].o.los
válida	vá.li.da	[vá].li.da
válidas	vá.li.das	[vá].li.das
válido	vá.li.do	[vá].li.do
válidos	vá.li.dos	[vá].li.dos
valiosíssima	va.li.o.sí.ssi.ma	va.li.o.[sí].ssi.ma
valiosíssimas	va.li.o.sí.ssi.mas	va.li.o.[sí].ssi.mas
valorizávamos	va.lo.ri.zá.va.mos	va.lo.ri.[zá].va.mos
válvula	vál.vu.la	[vál].vu.la
válvulas	vál.vu.las	[vál].vu.las
vândalos	vân.da.los	[vân].da.los
